instrument,group,era,shape,duration_bucket,horizon,n_signals,reversion_rate_pct,continuation_rate_pct,anti_rev_depth_z,time_to_turn_days,half_life_days,net_directional_bias_pct,low_n_flag
M8-M9,back-month-5,2018+,TB,established,10,4,0.0,25.0,2.401,1.0,,-50.0,LOW-N
M8-M9,back-month-5,2018+,TB,established,20,4,100.0,50.0,2.312,9.0,8.0,50.0,LOW-N
M8-M9,back-month-5,2018+,TB,mid,5,2,0.0,100.0,2.434,4.5,,-50.0,LOW-N
M8-M9,back-month-5,2018+,TB,mid,10,2,0.0,100.0,2.434,4.5,,-50.0,LOW-N
M8-M9,back-month-5,2018+,TB,mid,20,2,100.0,100.0,2.434,4.5,10.5,50.0,LOW-N
BF_M6M7M8,back-month-5,2018+,C,early,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,C,early,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,C,early,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,C,established,5,67,59.7,47.76,2.333,3.0,1.0,9.7,
BF_M6M7M8,back-month-5,2018+,C,established,10,66,74.24,53.03,2.349,3.0,1.0,24.24,
BF_M6M7M8,back-month-5,2018+,C,established,20,63,96.83,69.84,2.59,8.5,2.0,46.83,
BF_M6M7M8,back-month-5,2018+,C,mid,5,14,64.29,42.86,2.584,4.5,1.0,14.29,LOW-N
BF_M6M7M8,back-month-5,2018+,C,mid,10,14,71.43,42.86,2.593,4.5,1.0,21.43,LOW-N
BF_M6M7M8,back-month-5,2018+,C,mid,20,11,72.73,63.64,2.563,15.0,2.0,22.73,LOW-N
BF_M6M7M8,back-month-5,2018+,F,early,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,early,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,early,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,established,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,established,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,established,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,F,mid,5,7,42.86,28.57,2.387,2.0,1.0,-7.14,LOW-N
BF_M6M7M8,back-month-5,2018+,F,mid,10,7,57.14,28.57,2.387,2.0,1.0,7.14,LOW-N
BF_M6M7M8,back-month-5,2018+,F,mid,20,7,85.71,28.57,2.387,2.0,1.5,35.71,LOW-N
BF_M6M7M8,back-month-5,2018+,MB,early,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,early,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,early,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,established,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,established,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,established,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,MB,mid,5,15,46.67,46.67,2.698,3.0,1.0,-3.33,LOW-N
BF_M6M7M8,back-month-5,2018+,MB,mid,10,15,53.33,60.0,2.505,4.0,1.0,3.33,LOW-N
BF_M6M7M8,back-month-5,2018+,MB,mid,20,15,60.0,66.67,2.484,4.0,1.0,10.0,LOW-N
BF_M6M7M8,back-month-5,2018+,SB,early,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,SB,early,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,SB,early,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,SB,established,5,38,71.05,44.74,2.45,3.0,1.0,21.05,
BF_M6M7M8,back-month-5,2018+,SB,established,10,38,86.84,50.0,2.541,3.0,1.0,36.84,
BF_M6M7M8,back-month-5,2018+,SB,established,20,38,92.11,55.26,2.689,5.0,1.0,42.11,
BF_M6M7M8,back-month-5,2018+,SB,mid,5,35,80.0,28.57,2.185,3.0,1.5,30.0,
BF_M6M7M8,back-month-5,2018+,SB,mid,10,35,91.43,34.29,2.217,3.5,2.0,41.43,
BF_M6M7M8,back-month-5,2018+,SB,mid,20,35,94.29,54.29,2.32,14.0,2.0,44.29,
BF_M6M7M8,back-month-5,2018+,TB,early,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,early,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,early,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,established,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,established,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,established,20,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,mid,5,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,mid,10,0,,,,,,,
BF_M6M7M8,back-month-5,2018+,TB,mid,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,C,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,C,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,C,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,C,established,5,51,76.47,33.33,2.849,2.0,1.0,26.47,
BF_M7M8M9,back-month-5,2018+,C,established,10,51,90.2,47.06,2.817,3.5,1.0,40.2,
BF_M7M8M9,back-month-5,2018+,C,established,20,50,96.0,74.0,2.866,13.0,1.0,46.0,
BF_M7M8M9,back-month-5,2018+,C,mid,5,14,92.86,42.86,2.484,3.5,1.0,42.86,LOW-N
BF_M7M8M9,back-month-5,2018+,C,mid,10,14,92.86,57.14,2.712,5.0,1.0,42.86,LOW-N
BF_M7M8M9,back-month-5,2018+,C,mid,20,12,100.0,66.67,2.495,7.0,1.0,50.0,LOW-N
BF_M7M8M9,back-month-5,2018+,F,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,established,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,established,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,established,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,F,mid,5,6,50.0,0.0,,,1.0,0.0,LOW-N
BF_M7M8M9,back-month-5,2018+,F,mid,10,6,50.0,0.0,,,1.0,0.0,LOW-N
BF_M7M8M9,back-month-5,2018+,F,mid,20,6,50.0,16.67,1.836,20.0,1.0,0.0,LOW-N
BF_M7M8M9,back-month-5,2018+,MB,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,established,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,established,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,established,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,MB,mid,5,11,90.91,18.18,2.956,2.0,1.0,40.91,LOW-N
BF_M7M8M9,back-month-5,2018+,MB,mid,10,11,90.91,27.27,2.702,3.0,1.0,40.91,LOW-N
BF_M7M8M9,back-month-5,2018+,MB,mid,20,11,90.91,36.36,2.654,4.5,1.0,40.91,LOW-N
BF_M7M8M9,back-month-5,2018+,SB,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,SB,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,SB,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,SB,established,5,36,72.22,44.44,2.235,3.5,1.0,22.22,
BF_M7M8M9,back-month-5,2018+,SB,established,10,36,86.11,47.22,2.355,4.0,1.0,36.11,
BF_M7M8M9,back-month-5,2018+,SB,established,20,36,88.89,61.11,2.45,5.0,1.0,38.89,
BF_M7M8M9,back-month-5,2018+,SB,mid,5,31,74.19,19.35,2.004,1.5,1.0,24.19,
BF_M7M8M9,back-month-5,2018+,SB,mid,10,31,93.55,25.81,2.077,2.5,1.0,43.55,
BF_M7M8M9,back-month-5,2018+,SB,mid,20,31,96.77,32.26,2.23,5.0,1.0,46.77,
BF_M7M8M9,back-month-5,2018+,TB,early,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,TB,early,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,TB,early,20,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,TB,established,5,2,50.0,50.0,1.681,2.0,1.0,0.0,LOW-N
BF_M7M8M9,back-month-5,2018+,TB,established,10,2,50.0,50.0,1.681,2.0,1.0,0.0,LOW-N
BF_M7M8M9,back-month-5,2018+,TB,established,20,2,100.0,100.0,2.582,12.0,7.5,50.0,LOW-N
BF_M7M8M9,back-month-5,2018+,TB,mid,5,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,TB,mid,10,0,,,,,,,
BF_M7M8M9,back-month-5,2018+,TB,mid,20,0,,,,,,,
M1-M3,2-month-gap-6,full,C,early,5,4,25.0,0.0,,,3.0,-25.0,LOW-N
M1-M3,2-month-gap-6,full,C,early,10,4,50.0,25.0,1.926,6.0,6.0,0.0,LOW-N
M1-M3,2-month-gap-6,full,C,early,20,4,100.0,25.0,2.773,14.0,11.0,50.0,LOW-N
M1-M3,2-month-gap-6,full,C,established,5,140,23.57,49.29,2.477,3.0,2.0,-26.43,
M1-M3,2-month-gap-6,full,C,established,10,139,40.29,58.99,2.681,4.0,3.0,-9.71,
M1-M3,2-month-gap-6,full,C,established,20,138,64.49,64.49,2.754,5.0,4.0,14.49,
M1-M3,2-month-gap-6,full,C,mid,5,30,53.33,46.67,2.392,2.0,2.0,3.33,
M1-M3,2-month-gap-6,full,C,mid,10,30,70.0,63.33,2.466,6.0,2.0,20.0,
M1-M3,2-month-gap-6,full,C,mid,20,29,96.55,79.31,2.816,14.0,3.0,46.55,
M1-M3,2-month-gap-6,full,F,early,5,15,33.33,26.67,2.234,3.5,1.0,-16.67,LOW-N
M1-M3,2-month-gap-6,full,F,early,10,15,60.0,40.0,2.643,5.5,2.0,10.0,LOW-N
M1-M3,2-month-gap-6,full,F,early,20,15,86.67,53.33,2.712,8.5,7.0,36.67,LOW-N
M1-M3,2-month-gap-6,full,F,established,5,0,,,,,,,
M1-M3,2-month-gap-6,full,F,established,10,0,,,,,,,
M1-M3,2-month-gap-6,full,F,established,20,0,,,,,,,
M1-M3,2-month-gap-6,full,F,mid,5,14,35.71,35.71,2.205,3.0,1.0,-14.29,LOW-N
M1-M3,2-month-gap-6,full,F,mid,10,14,35.71,50.0,2.114,3.0,1.0,-14.29,LOW-N
M1-M3,2-month-gap-6,full,F,mid,20,14,71.43,50.0,2.141,3.0,2.5,21.43,LOW-N
M1-M3,2-month-gap-6,full,MB,early,5,20,0.0,5.0,2.089,1.0,,-50.0,
M1-M3,2-month-gap-6,full,MB,early,10,20,25.0,5.0,2.089,1.0,5.0,-25.0,
M1-M3,2-month-gap-6,full,MB,early,20,20,85.0,40.0,3.644,16.5,7.0,35.0,
M1-M3,2-month-gap-6,full,MB,established,5,6,0.0,50.0,2.648,1.0,,-50.0,LOW-N
M1-M3,2-month-gap-6,full,MB,established,10,6,50.0,50.0,2.648,1.0,3.0,0.0,LOW-N
M1-M3,2-month-gap-6,full,MB,established,20,6,83.33,50.0,2.648,1.0,6.0,33.33,LOW-N
M1-M3,2-month-gap-6,full,MB,mid,5,13,23.08,38.46,2.45,3.0,1.0,-26.92,LOW-N
M1-M3,2-month-gap-6,full,MB,mid,10,13,23.08,53.85,2.471,5.0,1.0,-26.92,LOW-N
M1-M3,2-month-gap-6,full,MB,mid,20,13,53.85,61.54,2.487,5.5,2.0,3.85,LOW-N
M1-M3,2-month-gap-6,full,SB,early,5,38,10.53,31.58,2.549,2.5,3.0,-39.47,
M1-M3,2-month-gap-6,full,SB,early,10,38,39.47,39.47,2.68,3.0,5.0,-10.53,
M1-M3,2-month-gap-6,full,SB,early,20,38,44.74,50.0,2.908,5.0,6.0,-5.26,
M1-M3,2-month-gap-6,full,SB,established,5,41,19.51,41.46,2.825,2.0,2.5,-30.49,
M1-M3,2-month-gap-6,full,SB,established,10,41,41.46,46.34,2.972,3.0,5.0,-8.54,
M1-M3,2-month-gap-6,full,SB,established,20,41,60.98,58.54,3.17,4.5,4.0,10.98,
M1-M3,2-month-gap-6,full,SB,mid,5,74,39.19,52.7,2.165,2.0,2.0,-10.81,
M1-M3,2-month-gap-6,full,SB,mid,10,74,50.0,63.51,2.309,3.0,3.0,0.0,
M1-M3,2-month-gap-6,full,SB,mid,20,74,74.32,70.27,2.868,8.0,3.0,24.32,
M1-M3,2-month-gap-6,full,TB,early,5,7,28.57,14.29,3.906,5.0,2.0,-21.43,LOW-N
M1-M3,2-month-gap-6,full,TB,early,10,7,57.14,42.86,3.906,6.0,2.5,7.14,LOW-N
M1-M3,2-month-gap-6,full,TB,early,20,7,71.43,57.14,3.65,6.5,3.0,21.43,LOW-N
M1-M3,2-month-gap-6,full,TB,established,5,3,0.0,66.67,2.499,2.0,,-50.0,LOW-N
M1-M3,2-month-gap-6,full,TB,established,10,3,0.0,66.67,2.499,2.0,,-50.0,LOW-N
M1-M3,2-month-gap-6,full,TB,established,20,3,100.0,66.67,2.499,2.0,10.0,50.0,LOW-N
M1-M3,2-month-gap-6,full,TB,mid,5,16,37.5,37.5,2.39,1.0,2.0,-12.5,LOW-N
M1-M3,2-month-gap-6,full,TB,mid,10,16,37.5,37.5,2.547,1.5,2.0,-12.5,LOW-N
M1-M3,2-month-gap-6,full,TB,mid,20,16,81.25,56.25,2.632,6.0,14.0,31.25,LOW-N
M2-M4,2-month-gap-6,full,C,early,5,10,20.0,20.0,2.127,1.0,2.5,-30.0,LOW-N
M2-M4,2-month-gap-6,full,C,early,10,10,70.0,30.0,2.151,1.0,8.0,20.0,LOW-N
M2-M4,2-month-gap-6,full,C,early,20,10,90.0,50.0,2.269,9.0,8.0,40.0,LOW-N
M2-M4,2-month-gap-6,full,C,established,5,177,14.69,51.41,2.572,2.0,3.0,-35.31,
M2-M4,2-month-gap-6,full,C,established,10,177,35.03,57.63,2.605,3.0,4.5,-14.97,
M2-M4,2-month-gap-6,full,C,established,20,176,50.57,63.64,2.643,4.0,6.0,0.57,
M2-M4,2-month-gap-6,full,C,mid,5,32,50.0,43.75,2.213,1.0,2.0,0.0,
M2-M4,2-month-gap-6,full,C,mid,10,32,71.88,53.12,2.31,1.0,2.0,21.88,
M2-M4,2-month-gap-6,full,C,mid,20,32,87.5,53.12,2.32,1.0,2.5,37.5,
M2-M4,2-month-gap-6,full,F,early,5,13,7.69,15.38,3.313,4.5,1.0,-42.31,LOW-N
M2-M4,2-month-gap-6,full,F,early,10,13,7.69,30.77,2.519,5.5,1.0,-42.31,LOW-N
M2-M4,2-month-gap-6,full,F,early,20,13,23.08,46.15,2.573,8.5,17.0,-26.92,LOW-N
M2-M4,2-month-gap-6,full,F,established,5,0,,,,,,,
M2-M4,2-month-gap-6,full,F,established,10,0,,,,,,,
M2-M4,2-month-gap-6,full,F,established,20,0,,,,,,,
M2-M4,2-month-gap-6,full,F,mid,5,14,14.29,35.71,2.399,2.0,1.5,-35.71,LOW-N
M2-M4,2-month-gap-6,full,F,mid,10,14,21.43,42.86,2.349,2.5,2.0,-28.57,LOW-N
M2-M4,2-month-gap-6,full,F,mid,20,14,35.71,57.14,2.477,13.5,9.0,-14.29,LOW-N
M2-M4,2-month-gap-6,full,MB,early,5,17,5.88,5.88,2.693,1.0,1.0,-44.12,LOW-N
M2-M4,2-month-gap-6,full,MB,early,10,17,29.41,5.88,2.693,1.0,9.0,-20.59,LOW-N
M2-M4,2-month-gap-6,full,MB,early,20,17,52.94,58.82,3.213,16.0,10.0,2.94,LOW-N
M2-M4,2-month-gap-6,full,MB,established,5,2,0.0,0.0,,,,-50.0,LOW-N
M2-M4,2-month-gap-6,full,MB,established,10,2,0.0,0.0,,,,-50.0,LOW-N
M2-M4,2-month-gap-6,full,MB,established,20,2,100.0,0.0,,,15.5,50.0,LOW-N
M2-M4,2-month-gap-6,full,MB,mid,5,10,40.0,20.0,2.083,1.0,2.0,-10.0,LOW-N
M2-M4,2-month-gap-6,full,MB,mid,10,10,40.0,30.0,2.313,9.0,2.0,-10.0,LOW-N
M2-M4,2-month-gap-6,full,MB,mid,20,10,50.0,40.0,2.891,12.5,2.0,0.0,LOW-N
M2-M4,2-month-gap-6,full,SB,early,5,43,6.98,23.26,2.706,3.5,4.0,-43.02,
M2-M4,2-month-gap-6,full,SB,early,10,43,23.26,34.88,2.707,5.0,6.0,-26.74,
M2-M4,2-month-gap-6,full,SB,early,20,43,55.81,44.19,2.694,8.0,9.5,5.81,
M2-M4,2-month-gap-6,full,SB,established,5,34,11.76,38.24,2.64,2.0,1.0,-38.24,
M2-M4,2-month-gap-6,full,SB,established,10,34,23.53,47.06,3.163,5.5,2.0,-26.47,
M2-M4,2-month-gap-6,full,SB,established,20,34,52.94,50.0,3.235,6.0,2.0,2.94,
M2-M4,2-month-gap-6,full,SB,mid,5,77,36.36,41.56,2.12,1.0,3.0,-13.64,
M2-M4,2-month-gap-6,full,SB,mid,10,77,44.16,53.25,2.194,2.0,3.0,-5.84,
M2-M4,2-month-gap-6,full,SB,mid,20,77,62.34,64.94,2.847,10.0,3.0,12.34,
M2-M4,2-month-gap-6,full,TB,early,5,7,42.86,14.29,3.705,5.0,3.0,-7.14,LOW-N
M2-M4,2-month-gap-6,full,TB,early,10,7,42.86,42.86,3.705,6.0,3.0,-7.14,LOW-N
M2-M4,2-month-gap-6,full,TB,early,20,7,71.43,42.86,3.705,6.0,3.0,21.43,LOW-N
M2-M4,2-month-gap-6,full,TB,established,5,4,0.0,75.0,2.971,3.0,,-50.0,LOW-N
M2-M4,2-month-gap-6,full,TB,established,10,4,50.0,75.0,2.971,3.0,9.5,0.0,LOW-N
M2-M4,2-month-gap-6,full,TB,established,20,4,100.0,75.0,2.971,3.0,11.0,50.0,LOW-N
M2-M4,2-month-gap-6,full,TB,mid,5,13,23.08,46.15,2.351,2.5,2.0,-26.92,LOW-N
M2-M4,2-month-gap-6,full,TB,mid,10,13,30.77,46.15,2.755,2.5,2.5,-19.23,LOW-N
M2-M4,2-month-gap-6,full,TB,mid,20,13,76.92,69.23,2.656,9.0,12.5,26.92,LOW-N
M3-M5,2-month-gap-6,full,C,early,5,15,13.33,33.33,2.342,1.0,1.5,-36.67,LOW-N
M3-M5,2-month-gap-6,full,C,early,10,15,66.67,40.0,2.398,2.5,6.5,16.67,LOW-N
M3-M5,2-month-gap-6,full,C,early,20,15,100.0,46.67,2.349,4.0,6.0,50.0,LOW-N
M3-M5,2-month-gap-6,full,C,established,5,188,7.98,51.06,2.408,2.0,2.0,-42.02,
M3-M5,2-month-gap-6,full,C,established,10,188,22.87,59.04,2.595,4.0,4.0,-27.13,
M3-M5,2-month-gap-6,full,C,established,20,185,41.08,69.73,2.687,7.0,7.0,-8.92,
M3-M5,2-month-gap-6,full,C,mid,5,33,33.33,42.42,2.206,2.5,3.0,-16.67,
M3-M5,2-month-gap-6,full,C,mid,10,33,60.61,51.52,2.166,3.0,3.0,10.61,
M3-M5,2-month-gap-6,full,C,mid,20,31,93.55,61.29,2.426,5.0,4.0,43.55,
M3-M5,2-month-gap-6,full,F,early,5,12,41.67,16.67,2.524,1.5,2.0,-8.33,LOW-N
M3-M5,2-month-gap-6,full,F,early,10,12,50.0,16.67,2.524,1.5,2.5,0.0,LOW-N
M3-M5,2-month-gap-6,full,F,early,20,12,75.0,66.67,2.561,15.5,3.0,25.0,LOW-N
M3-M5,2-month-gap-6,full,F,established,5,0,,,,,,,
M3-M5,2-month-gap-6,full,F,established,10,0,,,,,,,
M3-M5,2-month-gap-6,full,F,established,20,0,,,,,,,
M3-M5,2-month-gap-6,full,F,mid,5,9,33.33,33.33,2.231,1.0,2.0,-16.67,LOW-N
M3-M5,2-month-gap-6,full,F,mid,10,9,33.33,44.44,2.194,1.5,2.0,-16.67,LOW-N
M3-M5,2-month-gap-6,full,F,mid,20,9,77.78,44.44,2.194,1.5,15.0,27.78,LOW-N
M3-M5,2-month-gap-6,full,MB,early,5,25,0.0,8.0,2.902,1.0,,-50.0,
M3-M5,2-month-gap-6,full,MB,early,10,25,32.0,20.0,2.156,7.0,8.0,-18.0,
M3-M5,2-month-gap-6,full,MB,early,20,25,48.0,48.0,2.842,13.5,9.0,-2.0,
M3-M5,2-month-gap-6,full,MB,established,5,0,,,,,,,
M3-M5,2-month-gap-6,full,MB,established,10,0,,,,,,,
M3-M5,2-month-gap-6,full,MB,established,20,0,,,,,,,
M3-M5,2-month-gap-6,full,MB,mid,5,8,12.5,12.5,1.877,1.0,1.0,-37.5,LOW-N
M3-M5,2-month-gap-6,full,MB,mid,10,8,12.5,25.0,1.877,4.5,1.0,-37.5,LOW-N
M3-M5,2-month-gap-6,full,MB,mid,20,8,37.5,37.5,1.855,8.0,1.0,-12.5,LOW-N
M3-M5,2-month-gap-6,full,SB,early,5,40,12.5,32.5,3.004,2.0,3.0,-37.5,
M3-M5,2-month-gap-6,full,SB,early,10,40,30.0,42.5,2.944,4.0,5.5,-20.0,
M3-M5,2-month-gap-6,full,SB,early,20,40,62.5,47.5,2.915,4.0,9.0,12.5,
M3-M5,2-month-gap-6,full,SB,established,5,46,19.57,47.83,2.399,2.5,2.0,-30.43,
M3-M5,2-month-gap-6,full,SB,established,10,46,26.09,56.52,2.511,3.0,2.5,-23.91,
M3-M5,2-month-gap-6,full,SB,established,20,46,39.13,63.04,2.784,5.0,3.0,-10.87,
M3-M5,2-month-gap-6,full,SB,mid,5,57,38.6,40.35,2.202,2.0,2.0,-11.4,
M3-M5,2-month-gap-6,full,SB,mid,10,57,54.39,45.61,2.257,3.0,3.0,4.39,
M3-M5,2-month-gap-6,full,SB,mid,20,57,85.96,54.39,2.601,9.0,5.0,35.96,
M3-M5,2-month-gap-6,full,TB,early,5,6,16.67,16.67,2.624,2.0,1.0,-33.33,LOW-N
M3-M5,2-month-gap-6,full,TB,early,10,6,16.67,16.67,2.624,2.0,1.0,-33.33,LOW-N
M3-M5,2-month-gap-6,full,TB,early,20,6,33.33,33.33,2.25,10.5,1.0,-16.67,LOW-N
M3-M5,2-month-gap-6,full,TB,established,5,1,0.0,0.0,,,,-50.0,LOW-N
M3-M5,2-month-gap-6,full,TB,established,10,1,100.0,0.0,,,9.0,50.0,LOW-N
M3-M5,2-month-gap-6,full,TB,established,20,1,100.0,0.0,,,9.0,50.0,LOW-N
M3-M5,2-month-gap-6,full,TB,mid,5,9,22.22,22.22,2.657,1.0,1.0,-27.78,LOW-N
M3-M5,2-month-gap-6,full,TB,mid,10,9,22.22,22.22,2.657,1.0,1.0,-27.78,LOW-N
M3-M5,2-month-gap-6,full,TB,mid,20,9,44.44,22.22,2.657,1.0,2.5,-5.56,LOW-N
M4-M6,2-month-gap-6,full,C,early,5,11,27.27,18.18,2.452,1.0,2.0,-22.73,LOW-N
M4-M6,2-month-gap-6,full,C,early,10,11,90.91,18.18,2.452,1.0,4.0,40.91,LOW-N
M4-M6,2-month-gap-6,full,C,early,20,11,100.0,18.18,2.452,1.0,5.0,50.0,LOW-N
M4-M6,2-month-gap-6,full,C,established,5,179,13.41,49.16,2.325,2.0,3.0,-36.59,
M4-M6,2-month-gap-6,full,C,established,10,179,27.37,55.87,2.392,3.0,4.0,-22.63,
M4-M6,2-month-gap-6,full,C,established,20,178,42.7,65.73,2.42,4.0,6.0,-7.3,
M4-M6,2-month-gap-6,full,C,mid,5,27,44.44,33.33,2.153,1.0,2.0,-5.56,
M4-M6,2-month-gap-6,full,C,mid,10,27,74.07,44.44,2.153,2.5,3.5,24.07,
M4-M6,2-month-gap-6,full,C,mid,20,26,92.31,61.54,2.558,13.5,4.0,42.31,
M4-M6,2-month-gap-6,full,F,early,5,11,27.27,18.18,2.504,1.0,4.0,-22.73,LOW-N
M4-M6,2-month-gap-6,full,F,early,10,11,45.45,18.18,2.504,1.0,4.0,-4.55,LOW-N
M4-M6,2-month-gap-6,full,F,early,20,11,72.73,54.55,2.754,15.5,3.5,22.73,LOW-N
M4-M6,2-month-gap-6,full,F,established,5,0,,,,,,,
M4-M6,2-month-gap-6,full,F,established,10,0,,,,,,,
M4-M6,2-month-gap-6,full,F,established,20,0,,,,,,,
M4-M6,2-month-gap-6,full,F,mid,5,15,26.67,40.0,2.002,1.0,2.0,-23.33,LOW-N
M4-M6,2-month-gap-6,full,F,mid,10,15,26.67,40.0,2.002,1.0,2.0,-23.33,LOW-N
M4-M6,2-month-gap-6,full,F,mid,20,15,46.67,53.33,2.262,4.5,3.0,-3.33,LOW-N
M4-M6,2-month-gap-6,full,MB,early,5,25,16.0,4.0,4.126,5.0,3.5,-34.0,
M4-M6,2-month-gap-6,full,MB,early,10,25,28.0,4.0,4.126,5.0,4.0,-22.0,
M4-M6,2-month-gap-6,full,MB,early,20,25,60.0,24.0,3.069,16.5,8.0,10.0,
M4-M6,2-month-gap-6,full,MB,established,5,0,,,,,,,
M4-M6,2-month-gap-6,full,MB,established,10,0,,,,,,,
M4-M6,2-month-gap-6,full,MB,established,20,0,,,,,,,
M4-M6,2-month-gap-6,full,MB,mid,5,13,38.46,38.46,1.94,2.0,2.0,-11.54,LOW-N
M4-M6,2-month-gap-6,full,MB,mid,10,13,38.46,38.46,1.94,2.0,2.0,-11.54,LOW-N
M4-M6,2-month-gap-6,full,MB,mid,20,13,46.15,46.15,2.217,2.5,2.0,-3.85,LOW-N
M4-M6,2-month-gap-6,full,SB,early,5,34,14.71,26.47,3.024,2.0,1.0,-35.29,
M4-M6,2-month-gap-6,full,SB,early,10,34,35.29,32.35,2.943,3.0,3.5,-14.71,
M4-M6,2-month-gap-6,full,SB,early,20,34,67.65,38.24,2.96,3.0,6.0,17.65,
M4-M6,2-month-gap-6,full,SB,established,5,51,29.41,49.02,2.722,2.0,2.0,-20.59,
M4-M6,2-month-gap-6,full,SB,established,10,51,39.22,52.94,2.859,3.0,3.0,-10.78,
M4-M6,2-month-gap-6,full,SB,established,20,51,47.06,62.75,2.902,5.5,3.0,-2.94,
M4-M6,2-month-gap-6,full,SB,mid,5,40,37.5,37.5,2.409,3.0,2.0,-12.5,
M4-M6,2-month-gap-6,full,SB,mid,10,40,65.0,42.5,2.449,3.0,2.0,15.0,
M4-M6,2-month-gap-6,full,SB,mid,20,40,85.0,55.0,2.826,8.5,3.5,35.0,
M4-M6,2-month-gap-6,full,TB,early,5,8,25.0,25.0,2.95,3.5,2.5,-25.0,LOW-N
M4-M6,2-month-gap-6,full,TB,early,10,8,50.0,50.0,2.95,5.0,5.0,0.0,LOW-N
M4-M6,2-month-gap-6,full,TB,early,20,8,50.0,50.0,2.95,5.0,5.0,0.0,LOW-N
M4-M6,2-month-gap-6,full,TB,established,5,2,0.0,0.0,,,,-50.0,LOW-N
M4-M6,2-month-gap-6,full,TB,established,10,2,0.0,0.0,,,,-50.0,LOW-N
M4-M6,2-month-gap-6,full,TB,established,20,2,100.0,0.0,,,2.0,50.0,LOW-N
M4-M6,2-month-gap-6,full,TB,mid,5,10,10.0,40.0,2.257,1.5,3.0,-40.0,LOW-N
M4-M6,2-month-gap-6,full,TB,mid,10,10,10.0,50.0,2.269,2.0,3.0,-40.0,LOW-N
M4-M6,2-month-gap-6,full,TB,mid,20,10,40.0,60.0,2.257,2.0,15.0,-10.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,C,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,C,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,C,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,C,established,5,37,8.11,29.73,2.468,1.0,2.0,-41.89,
M5-M7,2-month-gap-6,2008-2017,C,established,10,37,16.22,37.84,2.704,3.5,2.0,-33.78,
M5-M7,2-month-gap-6,2008-2017,C,established,20,37,37.84,45.95,2.924,6.0,3.5,-12.16,
